duration,mu_opt,sigma_opt
x0.25hr,1.746800846945964,0.17574538032564851
x0.50hr,1.520550174388538,0.20251891733482014
x1hr,1.2176776278002264,0.2312158857474566
x2hr,0.9081383853137275,0.2524211612115561
x3hr,0.7567488009182467,0.24693998292646607
