duration,mu_opt,sigma_opt
x0.25hr,5.042200680869888,1.2754784606819018
x0.5hr,5.244218339643732,1.4589090813589118
x1hr,5.080014651087823,1.453837513594308
x2hr,5.159253654550622,1.5553744860531666
x3hr,5.080496449067699,1.5373927956966904
