duration,mu_opt,sigma_opt
x0.25hr,0.8846000862297133,0.18941814566674003
x0.50hr,0.7566778528303985,0.2042317946207573
x1hr,0.5328017755743966,0.23079685796717653
x2hr,0.3766987060002216,0.24956768473263763
x3hr,0.2689833933763884,0.2638795917439263
