100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.02,
0.02,
0.035,
0.04,
0.045,
0.07,
0.08,
0.08,
0.09,
0.095,
0.13,
0.17,
0.19,
0.21,
0.235,
0.275,
0.305,
0.325,
0.355,
0.37,
0.39,
0.445,
0.47,
0.5,
0.52,
0.565,
0.605,
0.645,
0.655,
0.67,
0.68,
0.715,
0.725,
0.735,
0.775,
