duration,mu_opt,sigma_opt
x0.25hr,1.5868480724584182,0.12204382792513042
x0.5hr,1.2769886319004033,0.14681982657103004
x1hr,0.9901661705544287,0.1749667542097172
x2hr,0.7688582984196505,0.2033195002753152
x3hr,0.6391664469682736,0.22010352581081177
