duration,mu_opt,sigma_opt
x0.25hr,0.8795255245680305,0.1901024416809015
x0.50hr,0.755157785474656,0.20435485122915903
x1hr,0.5332644020711879,0.23236583167064037
x2hr,0.3766987060002216,0.24956768473263763
x3hr,0.2689833933763884,0.2638795917439263
