x0.25hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.015,
0.035,
0.045,
0.05,
0.065,
0.065,
0.085,
0.105,
0.13,
0.16,
0.195,
0.23,
0.25,
0.315,
0.35,
0.385,
0.43,
0.475,
0.52,
