x2hr,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.015,
0.02,
0.02,
0.025,
0.03,
0.035,
0.05,
0.07,
0.08,
0.09,
0.1,
0.12,
0.14,
0.165,
0.19,
0.225,
0.25,
0.275,
0.315,
0.34,
0.365,
0.395,
0.445,
0.47,
0.52,
0.535,
0.57,
0.625,
0.63,
0.66,
0.695,
0.72,
0.76,
0.79,
0.8,
0.815,
0.85,
0.87,
0.885,
0.89,
0.915,
0.93,
0.945,
0.945,
