100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.01,
0.015,
0.015,
0.015,
0.015,
0.015,
0.025,
0.03,
0.04,
0.04,
0.04,
0.045,
0.045,
0.055,
0.07,
0.075,
0.075,
0.08,
0.08,
0.09,
0.095,
0.1,
0.125,
0.145,
0.16,
0.18,
0.19,
0.2,
0.205,
0.225,
0.255,
0.26,
0.275,
0.3,
0.325,
0.335,
0.345,
0.35,
0.355,
