x500yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.02,
0.02,
0.025,
0.025,
0.025,
0.035,
0.045,
0.055,
0.065,
0.07,
0.08,
0.085,
0.085,
0.1,
0.105,
0.13,
0.14,
0.145,
0.185,
0.21,
