duration,mu_opt,sigma_opt
x0.25hr,0.8161818981552564,0.1799018314037566
x0.50hr,0.847062735642812,0.2659356789472932
x0.75hr,0.7202680928817331,0.2963040843859207
x1hr,0.5610079753280055,0.28896671791016
x2hr,0.3910035543979402,0.3149168483180107
x3hr,0.26751761241796146,0.32508025874309254
