duration,mu_opt,sigma_opt
x0.25hr,4.470329684285922,1.0716146713959211
x0.5hr,4.427124763287928,1.146866038075682
x1hr,4.477197631179138,1.244685044116794
x2hr,4.50910003941895,1.3137677358257411
x3hr,4.5466527580205325,1.3673520511508943
