100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.01,
0.015,
0.015,
0.015,
0.015,
0.015,
0.02,
0.03,
0.035,
0.04,
0.04,
0.04,
0.045,
0.045,
0.05,
0.065,
0.075,
0.075,
0.075,
0.08,
0.08,
0.09,
0.095,
0.095,
0.11,
0.135,
0.155,
0.16,
0.18,
0.185,
0.195,
0.205,
0.21,
0.235,
0.255,
0.26,
0.275,
0.295,
