x2hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.02,
0.035,
0.05,
0.055,
0.065,
0.08,
0.1,
0.125,
0.165,
0.2,
0.235,
0.285,
0.335,
0.38,
0.425,
0.48,
0.515,
0.575,
0.63,
0.68,
0.71,
0.75,
0.8,
0.815,
0.85,
0.885,
0.905,
0.915,
0.93,
0.95,
0.955,
0.96,
0.975,
0.985,
0.99,
0.99,
1.0,
1.0,
1.0,
