x3hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.01,
0.015,
0.015,
0.015,
0.015,
0.02,
0.02,
0.03,
0.035,
0.04,
0.04,
0.04,
0.04,
0.05,
0.06,
0.075,
0.075,
0.08,
0.08,
0.085,
0.09,
0.095,
0.11,
0.13,
0.155,
0.17,
0.185,
0.19,
0.2,
0.22,
0.24,
0.26,
0.27,
0.3,
0.325,
0.335,
0.34,
0.35,
0.365,
0.375,
0.38,
0.405,
0.435,
0.46,
0.475,
0.48,
0.49,
0.535,
0.56,
0.58,
0.605,
0.62,
0.64,
0.655,
0.655,
0.665,
0.665,
0.69,
0.705,
0.72,
0.725,
0.735,
