x0.50hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.01,
0.015,
0.02,
0.04,
0.04,
0.07,
0.08,
0.09,
0.13,
0.185,
0.215,
0.26,
0.325,
0.355,
0.4,
0.47,
0.515,
0.6,
0.64,
0.665,
