100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.02,
0.02,
0.02,
0.025,
0.025,
0.04,
0.045,
0.055,
0.07,
0.07,
0.08,
0.08,
0.09,
0.095,
0.11,
0.13,
0.135,
0.15,
0.185,
0.21,
0.22,
0.235,
0.255,
0.29,
0.3,
0.31,
0.34,
0.36,
0.37,
