x1hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.01,
0.015,
0.02,
0.04,
0.045,
0.075,
0.08,
0.095,
0.16,
0.2,
0.26,
0.32,
0.355,
0.38,
0.47,
0.53,
0.605,
0.655,
0.665,
0.72,
0.76,
0.785,
0.83,
0.85,
0.895,
0.92,
0.925,
0.94,
0.96,
