100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.01,
0.015,
0.015,
0.015,
0.015,
0.025,
0.03,
0.04,
0.04,
0.04,
0.045,
0.05,
0.07,
0.075,
0.075,
0.08,
0.085,
0.09,
0.095,
0.115,
0.135,
0.16,
0.18,
0.19,
0.205,
0.21,
0.24,
0.26,
0.27,
0.295,
0.325,
0.335,
0.35,
0.35,
0.36,
0.38,
0.405,
0.415,
0.445,
