x3hr,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.015,
0.02,
0.035,
0.04,
0.04,
0.045,
0.055,
0.075,
0.075,
0.08,
0.085,
0.09,
0.105,
0.13,
0.16,
0.18,
0.19,
0.205,
0.23,
0.26,
0.27,
0.31,
0.325,
0.34,
0.35,
0.365,
0.375,
0.4,
0.425,
0.46,
0.475,
0.485,
0.53,
0.55,
0.58,
0.61,
0.63,
0.645,
0.655,
0.665,
0.665,
0.695,
0.71,
