x5yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.01,
0.015,
0.02,
0.04,
0.055,
0.08,
0.09,
0.155,
0.2,
0.26,
0.335,
0.365,
0.455,
0.49,
0.6,
0.655,
0.69,
0.73,
0.775,
0.815,
0.85,
0.895,
0.92,
0.93,
0.955,
0.965,
0.985,
0.99,
0.99,
0.995,
0.995,
0.995,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.005,
