100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.01,
0.02,
0.03,
0.055,
0.08,
0.12,
0.18,
0.235,
0.305,
0.36,
0.43,
0.52,
0.59,
0.65,
0.715,
0.785,
0.83,
0.885,
0.91,
0.94,
0.95,
0.97,
0.975,
0.99,
0.99,
0.995,
1.0,
1.0,
1.0,
1.0,
1.0,
1.005,
1.005,
1.005,
