duration,mu_opt,sigma_opt
x0.25hr,0.8963881411976785,0.18778095921093227
x0.50hr,0.7655920024684293,0.2027423873853983
x1hr,0.5336479885515666,0.23303834700827875
x2hr,0.3805095965241051,0.2494510011077612
x3hr,0.27027384244635255,0.26379333492845736
