duration,mu_opt,sigma_opt
x0.25hr,0.9078544261468349,0.18658539364778334
x0.50hr,0.7747040924705315,0.20228982816028399
x1hr,0.5389017359588143,0.23255479788164446
x2hr,0.3840838102890633,0.2491279560436318
x3hr,0.2731463562412477,0.2627509222522396
