100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.02,
0.025,
0.035,
0.04,
0.06,
0.075,
0.08,
0.085,
0.1,
0.135,
0.18,
0.195,
0.23,
0.275,
0.3,
0.325,
0.355,
0.375,
0.415,
0.455,
0.475,
0.51,
0.56,
0.61,
0.65,
0.66,
0.67,
0.7,
0.72,
0.735,
0.775,
0.79,
0.815,
0.83,
0.86,
0.88,
