duration,mu_opt,sigma_opt
x0.25hr,2.771489437945668,0.19684310905974897
x0.5hr,2.6540327176039185,0.2080425696841272
x1hr,2.560305478847617,0.21554684871060995
x2hr,2.4940163407212816,0.224653960751743
x3hr,2.4594678535865278,0.22916768576264024
