duration,mu_opt,sigma_opt
x0.25hr,4.676211735376934,1.1923365211840795
x0.50hr,4.639880524976399,1.2299047203880773
x1hr,4.634447319082588,1.2951451162686909
x2hr,4.745954090235323,1.4166935813107595
x3hr,4.699668763846827,1.4171968171034734
