duration,mu_opt,sigma_opt
x0.25hr,0.8908455733948457,0.18838726943080825
x0.50hr,0.7640918247773356,0.20318524393343362
x1hr,0.5378314122839828,0.23285846446081984
x2hr,0.3827293544198017,0.24946707292808204
x3hr,0.2724572215846326,0.26309392115661195
