500yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.02,
0.02,
0.025,
0.025,
0.03,
0.035,
0.04,
0.065,
0.07,
0.08,
0.09,
0.1,
0.105,
0.13,
0.145,
0.165,
0.19,
