100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.02,
0.02,
0.03,
0.035,
0.065,
0.08,
0.095,
0.135,
0.17,
0.21,
0.25,
0.3,
0.35,
0.38,
0.435,
0.5,
0.54,
0.61,
0.645,
0.68,
0.725,
0.78,
0.805,
0.86,
0.875,
0.89,
0.92,
0.94,
0.95,
