x0.50hr,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.01,
0.015,
0.015,
0.015,
0.015,
0.015,
0.02,
0.02,
0.03,
0.035,
0.04,
0.04,
0.04,
0.04,
0.045,
0.05,
0.055,
0.075,
0.075,
0.075,
0.08,
0.08,
0.085,
0.09,
0.09,
0.1,
0.115,
0.135,
0.16,
0.17,
0.185,
0.19,
0.2,
0.21,
0.225,
0.245,
0.26,
0.27,
0.295,
0.32,
0.325,
0.34,
0.35,
0.355,
0.365,
0.375,
0.38,
0.4,
0.42,
0.46,
0.47,
0.475,
0.485,
0.505,
0.535,
0.555,
0.58,
0.6,
0.62,
0.63,
0.64,
0.655,
0.655,
0.665,
0.665,
0.685,
0.7,
0.715,
0.72,
0.73,
0.735,
0.75,
0.76,
0.77,
0.785,
0.785,
0.805,
0.81,
0.825,
0.83,
0.845,
0.845,
0.85,
0.87,
0.88,
0.88,
0.895,
0.91,
0.915,
0.915,
0.92,
0.92,
0.925,
0.93,
