x1hr,
0.005,
0.005,
0.005,
0.01,
0.01,
0.01,
0.015,
0.015,
0.015,
0.015,
0.015,
0.015,
0.015,
0.015,
0.02,
0.02,
0.02,
0.03,
0.035,
0.035,
0.04,
0.04,
0.04,
0.04,
0.04,
0.04,
0.045,
0.05,
0.055,
0.065,
0.075,
0.075,
0.075,
0.075,
0.08,
0.08,
0.08,
0.08,
0.085,
0.09,
0.09,
0.095,
0.1,
0.11,
0.12,
0.135,
0.14,
0.16,
0.17,
0.18,
