x0.50hr,
0.015,
0.02,
0.02,
0.02,
0.03,
0.035,
0.04,
0.04,
0.04,
0.04,
0.04,
0.045,
0.055,
0.065,
0.075,
0.075,
0.08,
0.08,
0.08,
0.085,
0.09,
0.09,
0.095,
0.115,
0.13,
0.14,
0.16,
0.18,
0.185,
0.19,
0.2,
0.21,
0.22,
0.24,
0.26,
0.26,
0.28,
0.31,
0.325,
0.335,
0.34,
0.35,
0.355,
0.365,
0.37,
0.38,
0.4,
0.415,
0.455,
0.46,
0.475,
0.475,
0.485,
0.51,
0.535,
0.555,
0.575,
0.6,
0.61,
0.63,
0.64,
0.65,
0.655,
0.655,
0.665,
0.665,
0.69,
0.7,
0.715,
0.72,
0.73,
0.735,
0.745,
0.76,
0.765,
0.775,
0.785,
0.8,
0.805,
0.81,
0.83,
0.84,
0.845,
0.845,
0.85,
0.87,
0.875,
0.88,
0.89,
0.905,
0.915,
0.915,
0.92,
0.92,
0.92,
0.925,
0.93,
0.93,
0.935,
0.94,
