x3hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.015,
0.02,
0.03,
0.04,
0.04,
0.045,
0.06,
0.075,
0.08,
0.08,
0.09,
0.115,
0.14,
0.18,
0.19,
0.21,
0.245,
0.265,
0.315,
0.335,
0.35,
0.365,
0.38,
0.42,
0.465,
0.475,
0.51,
0.56,
0.6,
0.625,
0.645,
0.655,
0.665,
0.7,
0.72,
0.735,
0.755,
0.77,
0.785,
0.805,
0.83,
0.845,
0.85,
0.875,
0.885,
0.915,
0.915,
0.92,
0.925,
0.93,
0.94,
0.955,
0.96,
0.965,
0.965,
0.97,
0.985,
0.985,
0.99,
0.99,
0.99,
0.99,
0.99,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
