duration,mu_opt,sigma_opt
x0.25hr,1.5067942308513236,0.14247571924057878
x0.50hr,1.3232560730180207,0.14545500940218586
x1hr,1.1103395710800459,0.16796473574426551
x2hr,0.8845670255322986,0.1889819472618046
x3hr,0.7515396347249297,0.2059262271478289
