100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.02,
0.02,
0.03,
0.05,
0.08,
0.095,
0.135,
0.17,
0.215,
0.26,
0.33,
0.36,
0.43,
0.5,
0.555,
0.615,
0.66,
0.715,
0.77,
0.805,
0.86,
0.89,
0.895,
0.93,
0.945,
0.95,
0.97,
0.975,
0.99,
0.99,
0.995,
