duration,mu_opt,sigma_opt
5yr,4.421203432647079,1.1915233368031686
10yr,4.412337283828538,1.1546939074857279
25yr,4.449092758166348,1.1298115790317158
50yr,4.394745332848979,1.0645556091178028
100yr,4.470329684285922,1.0716146713959211
200yr,4.585664725704994,1.09261117965327
