x2hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.03,
0.04,
0.05,
0.06,
0.065,
0.085,
0.105,
0.135,
0.17,
0.2,
0.24,
0.27,
0.325,
0.375,
0.415,
0.45,
0.515,
0.545,
0.605,
0.66,
0.69,
0.715,
0.77,
0.8,
0.825,
0.865,
0.87,
0.905,
0.915,
