500yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.02,
0.02,
0.02,
0.025,
0.03,
0.035,
0.04,
0.06,
0.065,
0.075,
0.09,
0.09,
0.1,
0.125,
0.145,
0.16,
0.19,
0.21,
0.245,
