duration,mu_opt,sigma_opt
x0.25hr,0.8225572502156756,0.2127028011439131
x0.50hr,0.6825071619133656,0.23156054728421405
x1hr,0.5029772073801775,0.25443620011416884
x2hr,0.3229932484046454,0.2775772947978918
x3hr,0.22274151859118793,0.29130879216313516
