duration,mu_opt,sigma_opt
x0.25hr,4.790367389417438,1.1890510431681984
x1hr,4.261828566921854,1.137642727554312
x2hr,3.8252352987694795,0.8805713288132471
x3hr,3.8302556783179997,0.748602822825301
