x2hr,
0.005,
0.005,
0.01,
0.015,
0.015,
0.015,
0.025,
0.04,
0.04,
0.045,
0.07,
0.075,
0.08,
0.09,
0.105,
0.14,
0.18,
0.2,
0.22,
0.26,
0.285,
0.325,
0.35,
0.365,
0.38,
0.42,
0.47,
0.485,
0.535,
0.58,
0.62,
0.645,
0.655,
0.665,
0.7,
0.72,
0.735,
0.76,
0.785,
0.805,
0.815,
0.84,
0.85,
0.87,
0.885,
0.915,
0.92,
0.92,
0.93,
0.935,
0.945,
0.955,
0.965,
0.965,
0.965,
0.985,
0.985,
0.99,
0.99,
0.99,
0.99,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
1.005,
