duration,mu_opt,sigma_opt
x0.25hr,4.790367389417438,1.1890510431681984
x0.50hr,4.568513056106263,1.2049345898758514
x1hr,4.6762887643073565,1.3688390629056033
x2hr,4.6949517810426045,1.4556830985231288
x3hr,4.610198535052033,1.443705239441877
