100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.015,
0.02,
0.02,
0.025,
0.025,
0.035,
0.04,
0.05,
0.07,
0.075,
0.09,
0.09,
0.1,
0.13,
0.15,
0.165,
0.19,
0.215,
0.245,
0.25,
0.285,
0.32,
0.34,
0.36,
0.38,
0.41,
0.455,
0.48,
