x3hr,
0.005,
0.01,
0.01,
0.015,
0.015,
0.015,
0.02,
0.02,
0.035,
0.04,
0.04,
0.04,
0.05,
0.065,
0.075,
0.08,
0.08,
0.085,
0.09,
0.105,
0.125,
0.155,
0.18,
0.19,
0.2,
0.22,
0.245,
0.26,
0.285,
0.32,
0.335,
0.35,
0.355,
0.37,
0.38,
0.415,
0.46,
0.475,
0.475,
0.49,
0.535,
0.57,
0.6,
0.62,
0.64,
0.655,
0.655,
0.665,
0.68,
0.705,
0.72,
0.73,
0.74,
0.76,
0.77,
0.785,
0.8,
0.81,
0.83,
0.84,
0.845,
0.85,
0.87,
0.88,
0.895,
0.915,
0.915,
0.92,
0.92,
0.925,
0.93,
0.935,
0.94,
0.95,
0.955,
0.96,
0.965,
0.965,
0.965,
0.97,
0.985,
0.985,
0.985,
0.99,
0.99,
0.99,
0.99,
0.99,
0.99,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
