1000yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.015,
0.025,
0.04,
0.05,
0.055,
0.065,
0.075,
0.095,
0.115,
0.145,
0.175,
0.2,
0.23,
0.265,
0.325,
0.355,
0.38,
0.425,
0.475,
0.515,
0.555,
0.6,
0.66,
0.685,
0.71,
0.75,
0.79,
