100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.02,
0.02,
0.03,
0.035,
0.04,
0.045,
0.07,
0.075,
0.08,
0.08,
0.095,
0.105,
0.13,
0.17,
0.19,
0.195,
0.22,
0.25,
0.28,
0.305,
0.325,
0.35,
0.36,
0.38,
0.405,
0.45,
0.47,
0.5,
0.51,
0.55,
0.575,
0.63,
0.65,
0.655,
