100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.015,
0.02,
0.02,
0.025,
0.035,
0.04,
0.04,
0.055,
0.07,
0.075,
0.08,
0.08,
0.085,
0.095,
0.105,
0.13,
0.155,
0.18,
0.19,
0.205,
0.215,
0.24,
0.275,
0.29,
0.315,
0.325,
0.35,
0.36,
0.37,
0.385,
0.425,
0.455,
0.47,
