duration,mu_opt,sigma_opt
x0.25hr,1.3143602143933917,0.1470586798185836
x0.50hr,1.1534247860477267,0.1634993376348764
x1hr,0.9478419810481424,0.17704307492897972
x2hr,0.7511958037020954,0.1883468694977633
x3hr,0.6475593449690964,0.18992370900145744
