period,mu_opt,sigma_opt
x2yr,0.8191231487570723,0.19476522543353775
x5yr,1.0750248251533345,0.16611824900791
x10yr,1.2126930243769214,0.15257770645690044
x25yr,1.3747847958225878,0.1408116492213031
x50yr,1.4849537128614054,0.13040337799143592
x100yr,1.5868480724584182,0.12204382792513042
