x0.25hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.02,
0.02,
0.025,
0.025,
0.025,
0.035,
0.045,
0.055,
0.07,
0.08,
0.08,
0.09,
0.095,
0.105,
0.13,
0.14,
0.17,
0.2,
0.215,
0.23,
0.255,
0.295,
0.3,
0.315,
0.355,
0.37,
0.39,
0.425,
0.435,
0.475,
0.505,
0.54,
0.55,
0.59,
0.615,
