x0.25hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.015,
0.02,
0.02,
0.02,
0.025,
0.025,
0.025,
0.035,
0.04,
0.05,
0.055,
0.065,
0.075,
0.075,
0.075,
0.085,
0.085,
0.095,
0.095,
0.11,
0.13,
0.135,
0.145,
