x10yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.015,
0.015,
0.03,
0.04,
0.06,
0.08,
0.09,
0.16,
0.2,
0.26,
0.325,
0.365,
0.42,
0.48,
0.57,
0.64,
0.665,
0.72,
0.76,
0.8,
0.84,
0.87,
0.915,
0.92,
0.935,
0.955,
0.965,
0.985,
0.99,
0.99,
0.995,
0.995,
0.995,
1.0,
