x50yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.01,
0.015,
0.02,
0.035,
0.04,
0.07,
0.08,
0.09,
0.145,
0.19,
0.24,
0.305,
0.35,
0.375,
0.46,
0.49,
0.59,
0.64,
0.665,
0.72,
0.75,
0.785,
0.83,
