100yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.02,
0.02,
0.035,
0.04,
0.07,
0.08,
0.08,
0.095,
0.13,
0.175,
0.195,
0.23,
0.275,
0.31,
0.34,
0.36,
0.39,
0.455,
0.475,
0.51,
0.57,
0.625,
0.655,
0.665,
0.68,
0.72,
0.735,
0.77,
0.79,
0.815,
0.84,
0.875,
0.88,
0.91,
0.92,
0.925,
0.93,
