x0.50hr,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.015,
0.02,
0.03,
0.04,
0.04,
0.04,
0.05,
0.07,
0.075,
0.08,
0.085,
0.09,
0.115,
0.14,
0.17,
0.19,
0.205,
0.23,
0.26,
0.285,
0.325,
0.34,
0.355,
0.365,
0.38,
0.42,
0.465,
0.475,
0.505,
0.55,
0.59,
0.62,
0.64,
0.655,
0.665,
0.685,
0.71,
0.725,
0.74,
0.76,
0.775,
0.79,
0.81,
0.83,
0.845,
0.85,
0.87,
0.885,
0.91,
0.915,
0.92,
0.925,
0.93,
0.935,
0.945,
0.955,
0.96,
0.965,
0.965,
0.975,
0.985,
0.985,
0.99,
0.99,
0.99,
0.99,
0.99,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
0.995,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
1.0,
