IM,prob
1.6122448979591837,0.0
4.36734693877551,0.005
6.510204081632653,0.01
8.346938775510203,0.015
10.183673469387756,0.02
11.10204081632653,0.03
11.408163265306122,0.035
12.63265306122449,0.04
14.16326530612245,0.045
14.46938775510204,0.05
14.775510204081632,0.055
15.081632653061225,0.06
15.387755102040817,0.07
15.693877551020408,0.075
