duration,mu_opt,sigma_opt
x0.25hr,4.258993583494936,0.6962762138197544
x0.50hr,4.2596045405856575,0.7812087976848886
x1hr,4.046350019973891,0.7697309125116538
x2hr,3.8454369460762368,0.7515317344624682
x3hr,3.742808367119153,0.7285377162290917
