x2hr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.01,
0.015,
0.015,
0.02,
0.02,
0.02,
0.025,
0.025,
0.035,
0.04,
0.045,
0.055,
0.065,
0.075,
0.075,
0.075,
0.085,
0.095,
0.095,
0.105,
0.13,
0.135,
0.145,
0.175,
0.19,
0.195,
0.215,
0.23,
0.245,
0.275,
0.285,
0.295,
0.31,
0.32,
0.335,
0.36,
0.375,
