duration,mu_opt,sigma_opt
x1hr,0.4103390945912797,0.2557554999501381
x2hr,0.2560824745691668,0.2812411714313829
x3hr,0.15634923589055819,0.2998474260048041
x6hr,0.006719228623740918,0.32285864937655834
x12hr,-0.15315869018484532,0.3415655291685735
x24hr,-0.3066416776027495,0.3651117781562432
