1000yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.015,
0.02,
0.02,
0.025,
0.025,
0.035,
0.04,
0.055,
0.065,
0.075,
0.09,
0.09,
0.1,
0.12,
0.135,
0.15,
0.185,
0.2,
