duration,mu_opt,sigma_opt
x1hr,0.4296524099108628,0.30755471623421876
x2hr,0.2661121159660921,0.32474133505837616
x3hr,0.16600812490584183,0.34452464661262533
x6hr,0.0059723858235059615,0.3772239543431811
x12hr,-0.17673101395311597,0.4113401166081204
x24hr,-0.3529749088051851,0.4442983974368742
