duration,mu_opt,sigma_opt
x0.25hr,0.902998747627292,0.18706648588143754
x0.50hr,0.7711543933658631,0.202656489547314
x1hr,0.5382065904819684,0.2327433706692233
x2hr,0.38271652310505183,0.2494019239246192
x3hr,0.2729232358061003,0.2628992858679528
