1000yr,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.0,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.005,
0.015,
0.015,
0.02,
0.02,
0.02,
0.025,
0.025,
0.025,
0.045,
0.045,
0.055,
0.065,
0.075,
0.08,
0.08,
0.09,
0.095,
0.105,
0.13,
